gene,tpm
2300009A05Rik,21.090947999999997
2310002L09Rik,0.0
2310003L06Rik,0.0
2310009B15Rik,28.0051
2310011J03Rik,34.2841
2310022A10Rik,11.551200999999999
2310022B05Rik,71.157
2310030G06Rik,1.9975300271536
2310033P09Rik,11.4916
2310034C09Rik,0.0
2310034G01Rik,1.0855
2310039H08Rik,9.33895
2310040G07Rik,0.48784700000000003
2310046K23Rik,0.0
2310050C09Rik,0.0
2310057J18Rik,0.0
2310057M21Rik,13.918393900000002
2310057N15Rik,0.0
2310061I04Rik,34.834429
2310061N02Rik,0.0
2310079G19Rik,0.0
2410002F23Rik,38.32813435999999
2410004B18Rik,37.816291
2410004P03Rik,3.9122059999999994
2410024N13Rik,0.0
2410137M14Rik,0.218664
2510002D24Rik,18.34473
2510009E07Rik,19.721053
2510039O18Rik,15.5722
2610001J05Rik,38.783709
2610002M06Rik,15.005279
2610005L07Rik,10.73969
2610008E11Rik,5.305183899999999
2610021A01Rik,5.331443
2610024D14Rik,0.0
2610028H24Rik,0.18829200000000001
2610042L04Rik,0.53974
2610044O15Rik8,23.00513
2610301B20Rik,25.479799
2610318N02Rik,1.920204
2610507B11Rik,62.11532300000001
2610528A11Rik,0.90694
2610528J11Rik,0.0
2700049A03Rik,0.8068839999999999
2700062C07Rik,14.06273
2700097O09Rik,3.3433577000000003
2700099C18Rik,3.6519306
2810004N23Rik,12.9636422
2810021J22Rik,2.44096
2810025M15Rik,33.9708
2810039B14Rik,3.4368591000000004
2810047C21Rik1,0.0
2810408A11Rik,0.423967
2810459M11Rik,7.017656
2900026A02Rik,10.32479
2900092C05Rik,0.0
3000002C10Rik,1.2988430000000002
3110001I22Rik,0.985796
3110009E18Rik,4.426781
3110009M11Rik,0.0831646
3110021N24Rik,0.7389560000000001
3110040M04Rik,0.0
3110040N11Rik,26.757188
3110053B16Rik,5.49349
3110067C02Rik,0.0
3110082I17Rik,10.720363999999998
3110082J24Rik,6.6152
3300002I08Rik,1.7792109999999999
3425401B19Rik,0.0653821
3830403N18Rik,0.43713
3830406C13Rik,14.7192715
4632415L05Rik,6.583865
4632433K11Rik,0.511834
4833418N17Rik,0.0
4833420G17Rik,8.9259226
4833439L19Rik,96.33166
4921504E06Rik,0.0
4921507P07Rik,0.5601520000000001
4921509C19Rik,0.0
4921511C20Rik,0.0
4921517D22Rik,0.0
4921524J17Rik,12.167404000000001
4921524L21Rik,0.0
4921533I20Rik,0.0198933
4921536K21Rik,0.219561
4921539E11Rik,0.0
4930402F06Rik,0.0
4930402K13Rik,0.0
4930404H24Rik,0.20161700000000002
4930404N11Rik,0.0323763
4930407I10Rik,0.0
4930412O13Rik,0.0
4930415H17Rik,0.0
4930415L06Rik,0.0
4930421P07Rik,0.0
4930430F08Rik,10.665328899999999
4930431P19Rik,0.823475
4930432E11Rik,0.00269166
4930432M17Rik,0.0
4930433I11Rik,0.0
4930438A08Rik,0.030669400000000003
4930444G20Rik,0.0
4930444P10Rik,0.287929
4930447A16Rik,0.0
4930447C04Rik,1.3912318000000001
4930447F04Rik,0.0
4930448K20Rik,0.0
4930449A18Rik,0.0
4930449I24Rik,0.0
4930451I11Rik,0.509236
4930453N24Rik,8.997039999999998
4930455H04Rik,0.0
4930465K10Rik,0.08354810000000001
4930467E23Rik,0.0
4930469K13Rik,0.401335
4930470P17Rik,0.290638
4930471M09Rik,0.0
4930474N05Rik,0.16484569999999998
4930480E11Rik,0.0
4930480G23Rik,0.0
4930486L24Rik,0.422966
4930488N24Rik,0.0
4930503B20Rik,0.0
4930503E14Rik,0.0
4930503E24Rik,0.0
4930503H13Rik,0.0
4930503L19Rik,2.6903294
4930505A04Rik,0.327065
4930512M02Rik,0.0
4930513O06Rik,0.0
4930515G13Rik,0.0
4930515G16Rik,0.0
4930516K23Rik,0.0
4930519F09Rik,0.0
4930519F16Rik,0.41881979999999996
4930519G04Rik,0.0
4930522H14Rik,0.0
4930522L14Rik,2.88703
4930523C07Rik,0.576947
4930524B15Rik,0.04836819999999999
4930526A20Rik,0.25179
4930527J03Rik,0.08268210000000001
4930529C04Rik,0.019349500000000002
4930544D05Rik,0.0
4930544G11Rik,0.0
4930548H24Rik,0.0367276
4930550C14Rik,0.2852675
4930555G01Rik,0.0
4930555K19Rik,0.0
4930556J24Rik,0.11501700000000001
4930558C23Rik,0.0
4930558K02Rik,0.0
4930562C15Rik,0.139238
4930563E22Rik,1.22023
4930563M21Rik,0.0
4930564C03Rik,0.0
4930564D02Rik,0.0
4930568D16Rik,0.0
4930572O03Rik,0.0468214
4930578G10Rik,1.51283
4930578I06Rik,0.0
4930579F01Rik,0.0
4930579G24Rik,0.826953
4930583I09Rik,0.0
4930590J08Rik,0.4984847
4930595D18Rik,0.046479900000000005
4930595M18Rik,0.0
4930596D02Rik,0.0
4931400O07Rik,0.0
4931406B18Rik,0.0188253
4931406C07Rik,11.009651999999999
4931408C20Rik,0.0
4931414P19Rik,2.8947000000000003
4931417E11Rik,0.0
4931422A03Rik,0.0408075
4931428F04Rik,8.118684
4931428L18Rik,0.19140810000000003
4931429L15Rik,0.0321236
4931440P22Rik,2.063862
4932411N23Rik,0.0
4932414N04Rik,0.24230906
4932415D10Rik,0.00195546
4932415M13Rik,0.010156700000000001
4932429P05Rik,0.0
4932431P20Rik,0.0253785
4932438A13Rik,8.346184700000002
4932438H23Rik,1.302399
4933400A11Rik,0.0
4933401B06Rik,0.0
4933402D24Rik,0.595572
4933402J07Rik,0.104796
4933402N03Rik,0.0
4933402N22Rik,0.0
4933403O08Rik,0.08795989
4933405L10Rik,0.0965411
4933405O20Rik,0.0
4933407L21Rik,4.388743000000001
4933409G03Rik,0.0
4933409K07Rik,5.4496199999999995
4933411K16Rik,0.0245252
4933412A08Rik,0.0315342
4933412E24Rik,0.0
4933414I15Rik,0.0
4933416E14Rik,0.200337
4933416I08Rik,0.0711782
4933417A18Rik,0.0
4933417G07Rik,0.0
4933421I07Rik,0.0
4933424G06Rik,1.4596520000000002
4933427D14Rik,2.1208780000000003
4933428G20Rik,0.46296400000000004
4933428M09Rik,0.0
4933430I17Rik,0.183195
4933434E20Rik,71.03680100000001
4933436I01Rik,0.0
5031410I06Rik,0.0
5031439G07Rik,41.43697
5033404E19Rik,1.0616269999999999
5033423K11Rik,0.0
5430401F13Rik,0.0
5430402E10Rik,0.0
5430403G16Rik,0.8917780000000001
5430437J10Rik,0.0
5530400C23Rik,0.0
5530401A14Rik,0.0718404
5730409E04Rik,35.071310000000004
5730416F02Rik,0.0
5730455P16Rik,22.25132305
5730480H06Rik,6.9609820000000004
5730507C01Rik,0.769313
5730522E02Rik,2.0577341000000007
5830417I10Rik,3.29229
6030458C11Rik,9.5292532
6030468B19Rik,0.0993913
6030469F06Rik,0.0
6030498E09Rik,0.0
6330403K07Rik,313.70497
6330409D20Rik,2.8133890000000004
6330411D24Rik,0.08471369999999999
6330549D23Rik,0.5127306
6430548M08Rik,70.9127406
6430550D23Rik,0.3760844
6430571L13Rik,1.75289
6430628N08Rik,0.928103
6720489N17Rik,2.186614
6820408C15Rik,2.6376280000000003
6820431F20Rik,27.792371
7420426K07Rik,0.0
7530416G11Rik,0.060715099999999994
7530428D23Rik,1.543525
8030462N17Rik,10.004825199999999
8030474K03Rik,0.0
9030025P20Rik,1.5039500000000001
9030619P08Rik,0.0
9030624G23Rik,0.926637
9130008F23Rik,0.04939119
9130019O22Rik,1.477353
9130023H24Rik,1.33608
9130230L23Rik,0.031652299999999994
9130401M01Rik,29.61437
9130409I23Rik,0.0
9230102O04Rik,0.0
9230112D13Rik,0.0
9330102E08Rik,8.666899999999998
9330159F19Rik,13.223282999999999
9330182O14Rik,0.0
9430015G10Rik,3.3996898
9430025C20Rik,0.20601599999999998
9430038I01Rik,4.264989
9430069I07Rik,0.0
9530002B09Rik,0.0
9530003J23Rik,0.0
9530050K03Rik,0.0841402
9530053A07Rik,0.047616
9530068E07Rik,59.875994600000006
9530077C05Rik,3.5080195
9630041A04Rik,0.0689217
9830107B12Rik,0.0174124
9930012K11Rik,1.799097
9930021J03Rik,7.59538
9930022D16Rik,0.0
9930104L06Rik,4.649392
9930111J21Rik1,0.16041529999999998
9930111J21Rik2,1.0520642
A030003K21Rik,0.0
A030005K14Rik,0.0
A030005L19Rik,0.047385699999999996
A030014E15Rik,0.0
A130006I12Rik,0.40060500000000004
A130010J15Rik,2.34968
A1bg,0.017892599999999998
A1cf,0.0
A230072I06Rik,0.0
A26c2,0.0
A26c3,0.035595999999999996
A2m,1.8108799999999998
A2ml1,18.8795
A330044P14Rik,0.0844965
A330070K13Rik,0.9885309999999999
A3galt2,0.0151673
A430005L14Rik,25.018835
A430033K04Rik,4.974071
A430060F13Rik,0.0
A4galt,2.29158814833
A4gnt,0.079573
A530016L24Rik,0.0954399
A530032D15Rik,0.100536
A530064D06Rik,0.1835668
A530084C06Rik,0.0
A630001G21Rik,2.1339609999999998
A630010A05Rik,0.315539
A630023A22Rik,0.0
A630073D07Rik,0.386815
A630076J17Rik,0.0
A630089N07Rik,4.9387609999999995
A630095N17Rik,0.127485
A730009L09Rik,0.163373
A730046J19Rik,0.213173
A730049H05Rik,0.0176292
A730071L15Rik,0.08436160000000001
A830005F24Rik,1.42032
A830018L16Rik,18.417133999999997
A830031A19Rik,0.875207
A930002H24Rik,0.773205
A930003A15Rik,1.360581
A930004D18Rik,6.76251
A930007A09Rik,0.532357
A930009A15Rik,1.00775
A930017K11Rik,0.5093310000000001
A930017M01Rik,10.110344
A930018P22Rik,0.0923711
A930033H14Rik,0.75602
A930035D04Rik,2.8480000000000003
AA413626,0.0
AA414768,9.04374
AA467197,0.544845
AA543401,0.0
AA619741,0.0
AA623943,0.0
AA684185,0.0
AA792892,0.0192328
AA986860,1.2878399999999999
AAdacl4fm3,0.0
AB124611,0.407623
AF067061,0.0
AF067063,0.0
AF366264,0.0
AI182371,0.259787
AI413582,93.637436
AI429214,1.6436099999999998
AI467606,2.5798400000000004
AI593442,36.48818300000001
AI597479,12.8487
AI661453,0.149763
AI837181,50.01048
AI854703,11.3634
AI987944,4.791460000000001
AK157302,0.029629700000000002
AU015228,0.0
AU015836,0.0
AU018091,0.018454599999999998
AU021092,4.5090699999999995
AU022133,0.0
AU022252,10.77312
AU040320,30.190447999999996
AU041133,2.45959
AV320801,0.020794999999999998
AW146154,2.0624688000000004
AW209491,16.762715999999998
AW549877,14.7148
AW551984,10.561704
AW554918,2.656696
AW822073,0.0
AW822252,12.0748665
AY036118,157.547
AY074887,0.18715
AY358078,0.0
AY761185,0.0
Aaas,7.767345000000001
Aacs,16.429436
Aadac,0.0
Aadacl2,0.0
Aadacl2fm1,0.0
Aadacl2fm2,0.0
Aadacl2fm3,0.0
Aadacl3,0.0
Aadacl4,0.0
Aadacl4fm1,0.0
Aadacl4fm2,0.0
Aadacl4fm4,0.0
Aadacl4fm5,0.0
Aadat,0.0414836
Aagab,13.483337
Aak1,43.364397
Aamdc,50.97711870000001
Aamp,112.31005300000001
Aanat,0.15203361999999998
Aar2,19.906088
Aard,3.9821
Aars,42.843137
Aars2,7.7085265000000005
Aarsd1,42.005603
Aasdh,3.5590082
Aasdhppt,12.717590000000001
Aass,1.913315
Aatf,7.5154992058249
Aatk,91.17371
Abat,105.74740489999999
Abca1,3.62404
Abca12,0.0294995
Abca13,0.00737687
Abca14,0.0112355
Abca15,0.0
Abca16,0.0
Abca17,0.1516343
Abca2,47.64855
Abca3,13.2296911
Abca4,1.1995175
Abca5,4.8488997
Abca6,0.45898320000000004
Abca7,2.024753000673408
Abca8a,3.0060920220187506
Abca8b,1.5832
Abca9,1.51686
Abcb10,11.1868
Abcb11,0.0
Abcb1a,12.58437
Abcb1b,2.007878
Abcb4,1.5927936
Abcb5,0.0
Abcb6,9.039118499999999
Abcb7,11.6141345
Abcb8,17.342050699999998
Abcb9,20.528146
Abcc1,2.1366216
Abcc10,2.0562794
Abcc12,0.1133430212544
Abcc2,0.00373146
Abcc3,0.8517474
Abcc4,4.3198117
Abcc5,23.2399261
Abcc6,0.29276399999999997
Abcc8,3.9193904
Abcc9,1.9753123044300398
Abcd1,3.930453
Abcd2,12.400806
Abcd3,31.265712699999995
Abcd4,4.4460584700000005
Abce1,26.884014999999998
Abcf1,31.498597
Abcf2,41.2752
Abcf3,43.920069999999996
Abcg1,16.662874000000002
Abcg2,13.2946016
Abcg3,0.2021552
Abcg4,15.1815832
Abcg5,0.0442298
Abcg8,0.0
Abhd1,1.8965299999999998
Abhd10,9.6967
Abhd11,28.001831000000003
Abhd11os,6.3932199999999995
Abhd12,251.099079
Abhd12b,0.5351641
Abhd13,10.26121
Abhd14a,26.223408
Abhd14b,6.0529459999999995
Abhd15,1.1853500000000001
Abhd16a,56.62207399999999
Abhd16b,0.018412
Abhd17a,245.743262
Abhd17b,34.64077
Abhd17c,22.3564
Abhd18,4.019847260000001
Abhd2,24.385731999999997
Abhd3,58.111599999999996
Abhd4,75.389999
Abhd5,18.719941
Abhd6,29.50023
Abhd8,261.39516499999996
Abi1,74.7906356206448
Abi2,53.29644160000001
Abi3,3.77874
Abi3bp,0.7132141
Abitram,5.048163000000001
Abl1,11.300655699999998
Abl2,8.207120100000001
Ablim1,20.806399199999994
Ablim2,56.755429000000014
Ablim3,8.38644
Abo,0.0
Abr,125.87186460000001
Abra,0.0948436
Abracl,20.363680000000002
Abraxas1,2.5437743593
Abraxas2,10.785280900000002
Abt1,4.44479
Abtb1,24.96012
Abtb2,6.0673808
Acaa1a,34.846574000000004
Acaa1b,0.5251165
Acaa2,25.3326
Acaca,14.2942299
Acacb,1.921518
Acad10,1.0319305
Acad11,13.0435352
Acad12,1.62417649
Acad8,16.1332746
Acad9,23.884123000000002
Acadl,32.6823
Acadm,30.538044
Acads,7.203738599999999
Acadsb,37.80829
Acadvl,25.848845999999998
Acan,0.5215194
Acap1,0.0684312
Acap2,21.168012
Acap3,38.296687999999996
Acat1,37.312
Acat2,31.454220000000003
Acat3,3.77449
Acbd3,15.07972
Acbd4,32.480411000000004
Acbd5,37.215794599999995
Acbd6,68.82707399999998
Acbd7,1.18784
Accs,1.5699222999999998
Accsl,0.06742499999999998
Acd,25.31482
Ace,7.92679
Ace2,1.37232
Ace3,0.0144178
Acer1,0.0134984
Acer2,3.0644850000000003
Acer3,5.752956919999999
Ache,42.923989999999996
Acin1,28.63430860758701
Ackr1,25.992892
Ackr2,1.4800975
Ackr3,5.2372
Ackr4,0.18191400000000002
Acly,48.4770455
Acmsd,0.196537
Acnat1,0.45845670000000005
Acnat2,0.0
Aco1,10.4476
Aco2,267.490895634
Acod1,0.0
Acot1,18.632013399999998
Acot10,0.022966999999999998
Acot11,14.3874
Acot12,0.4820004
Acot13,138.86832
Acot2,6.960780000000001
Acot3,1.545321
Acot4,0.577186
Acot5,2.8619529999999997
Acot6,3.054369
Acot7,267.34943599999997
Acot8,15.097375000000001
Acot9,12.330943
Acox1,68.524452
Acox2,0.129636
Acox3,8.2372117
Acoxl,0.1055092
Acp1,43.881609999999995
Acp2,17.370331
Acp4,0.0
Acp5,0.86945929
Acp6,3.7315633000000004
Acp7,0.6718120000000001
Acpp,0.052883320000000004
Acr,0.652689
Acrbp,1.4938079999999998
Acrv1,0.0
Acsbg1,103.72202
Acsbg2,0.121226
Acsbg3,0.17956470000000002
Acsf2,10.106353
Acsf3,9.239063
Acsl1,18.70381982
Acsl3,102.2139
Acsl4,18.07350931
Acsl5,18.976282
Acsl6,89.607738
Acsm1,0.0
Acsm2,0.013822399999999999
Acsm3,0.45009350000000004
Acsm4,0.0892408
Acsm5,0.09794548
Acss1,12.119511
Acss2,26.107436999999997
Acss3,0.42081440000000003
Acta1,9.09421
Acta2,34.3899
Actb,880.1385090000001
Actb-ps1,0.029068700000000003
Actbl2,0.0229137
Actc1,0.045494
Acte1,0.0
Actg-ps1,1.08625
Actg1,901.6017758999999
Actg2,0.7845278
Actl10,0.0222611
Actl11,0.0
Actl6a,7.6529377
Actl6b,50.4561466
Actl7a,0.0
Actl7b,0.023366400000000002
Actl9,0.024670400000000002
Actn1,16.637034
Actn2,3.1909840000000003
Actn3,0.6265350000000001
Actn4,56.95138899999999
Actr10,86.1757354
Actr1a,106.6683913
Actr1b,111.16056300000002
Actr2,120.022992
Actr3,138.5455913
Actr3-ps,0.26823
Actr3b,66.316134
Actr5,3.7419138
Actr6,23.136622999999997
Actr8,22.2010046
Actrt1,0.0
Actrt2,0.0
Actrt3,0.7579819999999999
Acvr1,9.8196574
Acvr1b,27.081
Acvr1c,2.00655
Acvr2a,8.67428
Acvr2b,1.407288
Acvrl1,10.172784
Acy1,8.254665
Acy3,3.324961
Acyp1,48.434611000000004
Acyp2,51.1391
Ada,0.6818529999999999
Adad1,0.0610739
Adad2,0.0168101
Adal,7.0271826
Adam10,23.1152
Adam11,33.825144
Adam12,0.9061431
Adam15,38.343694
Adam17,5.5498462
Adam18,0.2491655
Adam19,3.33324
Adam1a,0.440431
Adam1b,0.032587700000000004
Adam2,0.0701934
Adam20,0.0
Adam21,0.107241
Adam22,17.7584442
Adam23,23.382116619999998
Adam24,0.0
Adam25,0.0
Adam26a,0.0
Adam26b,0.0
Adam28,0.043974599999999996
Adam29,0.0
Adam3,0.1181203
Adam30,0.0
Adam32,0.259955
Adam33,0.33956800000000004
Adam34,0.013604300000000001
Adam34l,0.013661700000000002
Adam39,0.0
Adam4,0.0504425
Adam5,0.2442096
Adam6a,0.0
Adam6b,0.0
Adam7,0.06698760000000001
Adam8,0.1634417061
Adam9,18.545125
Adamdec1,0.0
Adamts1,3.0657590999999997
Adamts10,1.2827733
Adamts12,0.0871428
Adamts13,1.8419182
Adamts14,0.105094
Adamts15,1.0172066
Adamts16,0.2723386
Adamts17,1.3512556999999998
Adamts18,0.2898995
Adamts19,0.08456289999999998
Adamts2,3.0045859999999998
Adamts20,2.417212
Adamts3,1.972055
Adamts4,17.5438639766
Adamts5,0.349549
Adamts6,0.230991
Adamts7,0.11963189999999999
Adamts8,1.171542
Adamts9,0.7267501999999999
Adamtsl1,1.55564467
Adamtsl2,13.7611312
Adamtsl3,0.38030400000000003
Adamtsl4,4.764060000000001
Adamtsl5,2.5305398
Adap1,164.30511700000002
Adap2,2.47003
Adar,28.633533900000007
Adarb1,55.804936028
Adarb2,5.834467600000001
Adat1,1.097302
Adat2,3.7173599999999998
Adat3,0.560279
Adck1,17.011365
Adck2,12.366632000000001
Adck5,7.0844503
Adcy1,65.4527186
Adcy10,0.0716336
Adcy2,40.7319
Adcy3,13.091982999999999
Adcy4,1.4745591552000001
Adcy5,45.1282
Adcy6,8.004782
Adcy7,1.0527780155000002
Adcy8,4.9403753
Adcy9,8.802660000000001
Adcyap1,20.526362
Adcyap1r1,50.0225999
Add1,193.1102081
Add2,39.02798580797
Add3,43.497644900000004
Adgb,0.15967973000000002
Adgra1,19.095969
Adgra2,4.209433
Adgra3,6.897565
Adgrb1,113.34789669999998
Adgrb2,114.961066
Adgrb3,24.3562506
Adgrd1,0.528069
Adgrd2-ps,0.01081560778017
Adgre1,3.15925
Adgre4,0.026519
Adgre5,6.236034999999999
Adgrf1,0.0
Adgrf2,0.012396299999999999
Adgrf3,0.0
Adgrf4,0.1823076
Adgrf5,13.675843
Adgrg1,45.499597299999984
Adgrg2,0.47566575808000006
Adgrg3,0.0960789
Adgrg4,0.0
Adgrg5,0.06911202
Adgrg6,0.520517
Adgrg7,0.0
Adgrl1,61.117236000000005
Adgrl2,15.94448773130942
Adgrl3,23.05444874772122
Adgrl4,25.924498000000003
Adgrv1,1.8506133100000002
Adh1,0.7257399999999999
Adh4,0.0
Adh5,59.393206500000005
Adh6-ps1,0.0
Adh6a,0.0
Adh6b,0.0744035
Adh7,0.0935516
Adhfe1,15.490167
Adi1,31.8522
Adig,0.0
Adipoq,0.0836301
Adipor1,45.534583999999995
Adipor2,24.482535
Adk,54.006351300000006
Adm,2.0083529999999996
Adm2,0.0
Adnp,9.925752
Adnp2,5.33714
Ado,26.0928
Adora1,64.57788599999999
Adora2a,14.25235
Adora2b,5.25465
Adora3,0.8373506
Adpgk,7.2869025999999995
Adprh,40.5508
Adprhl1,0.33565370000000005
Adprm,15.325778000000001
Adprs,20.332792200000004
Adra1a,1.9385670999999998
Adra1b,12.162680000000002
Adra1d,16.9221
Adra2a,8.52758
Adra2b,0.40610300000000005
Adra2c,13.0435
Adrb1,11.6045315
Adrb2,0.910997
Adrb3,1.8811253000000001
Adrm1,57.615134100000006
Adsl,15.669224999999999
Adss,31.869935599999998
Adssl1,23.097414
Adtrp,0.30314919999999995
Aebp1,7.72035
Aebp2,17.353092
Aen,16.95548
Afap1,4.3778353
Afap1l1,12.229125199999999
Afap1l2,5.653587600000001
Afdn,19.16152901
Aff1,2.005835
Aff2,1.61619
Aff3,8.33487989
Aff4,20.3974155
Afg1l,9.68561
Afg3l1,9.8188625
Afg3l2,28.019381499999998
Afm,0.0
Afmid,1.4271199295399999
Afp,0.1788584
Aftph,20.89789
Aga,8.473992
Agap1,25.56825
Agap2,321.28516
Agap3,340.03279999999995
Agbl1,0.0458947
Agbl2,0.55217406
Agbl3,14.254306999999999
Agbl4,4.03324552625
Agbl5,3.0638497000000005
Ager,0.4595555
Agfg1,19.950419001083045
Agfg2,16.7621945
Aggf1,23.8095
Agk,15.0130697
Agl,8.1653649
Agmat,0.9832190000000001
Agmo,5.9986207
Ago1,11.4629352
Ago2,6.67635
Ago3,2.116672
Ago4,1.09873
Agpat1,84.33967761288
Agpat2,1.5899919999999998
Agpat3,120.92603800250987
Agpat4,47.686496
Agpat5,30.07207
Agps,9.7785941
Agr2,0.0
Agr3,0.0
Agrn,19.228220938299998
Agrp,1.479807
Agt,86.8784
Agtpbp1,102.55611499999999
Agtr1a,0.13072899999999998
Agtr1b,0.08946889999999999
Agtr2,0.254723
Agtrap,5.08559
Agxt,0.0
Agxt2,0.0
Ahctf1,5.7837173
Ahcy,24.7802
Ahcyl1,136.778838
Ahcyl2,46.21147890000001
Ahdc1,12.5991126
Ahi1,59.234004999999996
Ahnak,3.2417120000000006
Ahnak2,0.19348900000000002
Ahr,1.43115
Ahrr,0.8088046
Ahsa1,123.094764
Ahsa2,13.659855069999999
Ahsg,0.0
Aicda,0.0131743
Aida,36.397698000000005
Aif1,17.597920000000002
Aif1l,9.17338
Aifm1,10.766540000000003
Aifm2,3.752686
Aifm3,22.543886500000003
Aig1,58.654574
Aim2,1.232803
Aimp1,75.59004999999999
Aimp2,28.254229000000006
Aip,144.09140000000002
Aipl1,0.0137713
Aire,0.10746668719240002
Ajap1,19.142414
Ajm1,21.21202
Ajuba,1.419463
Ak1,90.636511
Ak2,18.005958
Ak3,60.096585
